# kernel32.dll exports and whether ReactOS 0.4.16 (x86, reports NT 5.2) has them.
# Source: the export tables of \reactos\system32\kernel32.dll and kernel32_vista.dll
# inside the released ReactOS-0.4.16-i386 image, read with pefile. Not documentation:
# these are the bytes the target actually ships. Format: name<TAB>reactos|no<TAB>where
# Names come from that image plus every name in kernel32-exports.tsv, so a function
# XP has and ReactOS lacks appears here as absent rather than simply missing.
# kernel32_vista.dll is marked absent on purpose: it is an internal ReactOS module,
# imported in that image only by ReactOS's own DLLs, never by an application.
# Regenerate with scripts/fetch-reactos-exports.py <ReactOS-0.4.16-i386.iso>.
FileTimeToSystemTime	reactos	kernel32.dll
FillConsoleOutputAttribute	reactos	kernel32.dll
FillConsoleOutputCharacterA	reactos	kernel32.dll
FillConsoleOutputCharacterW	reactos	kernel32.dll
FindActCtxSectionGuid	reactos	kernel32.dll
FindActCtxSectionGuidWorker	no	absent
FindActCtxSectionStringA	reactos	kernel32.dll
FindActCtxSectionStringW	reactos	kernel32.dll
FindActCtxSectionStringWWorker	no	absent
FindAtomA	reactos	kernel32.dll
FindAtomW	reactos	kernel32.dll
FindClose	reactos	kernel32.dll
FindCloseChangeNotification	reactos	kernel32.dll
FindFirstChangeNotificationA	reactos	kernel32.dll
FindFirstChangeNotificationW	reactos	kernel32.dll
FindFirstFileA	reactos	kernel32.dll
FindFirstFileExA	reactos	kernel32.dll
FindFirstFileExW	reactos	kernel32.dll
FindFirstFileNameTransactedW	no	absent
FindFirstFileNameW	no	absent
FindFirstFileTransactedA	no	absent
FindFirstFileTransactedW	no	absent
FindFirstFileW	reactos	kernel32.dll
FindFirstStreamTransactedW	no	absent
FindFirstStreamW	reactos	kernel32.dll
FindFirstVolumeA	reactos	kernel32.dll
FindFirstVolumeMountPointA	reactos	kernel32.dll
FindFirstVolumeMountPointW	reactos	kernel32.dll
FindFirstVolumeW	reactos	kernel32.dll
FindNLSString	no	absent
FindNLSStringEx	no	absent
FindNextChangeNotification	reactos	kernel32.dll
FindNextFileA	reactos	kernel32.dll
FindNextFileNameW	no	absent
FindNextFileW	reactos	kernel32.dll
